cod_cnuc,mean,na_rows,total_days,pa_name_cnuc,en_wkname
0000.00.0246,0.34520276953511375,1,1012,RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ,Lagoa do Jequiá Marine Extractive Reserve
0000.00.0247,0.3435643564356436,2,1012,RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA,Araí-Peroba Marine Extractive Reserve
0000.00.0248,0.8733926805143423,1,1012,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,Caeté-Taperaçu Marine Extractive Reserve
0000.00.0249,0.533135509396637,1,1012,RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ,Gurupi-Piriá Marine Extractive Reserve
0000.00.0250,0.4095409540954095,1,1112,RESERVA EXTRATIVISTA MARINHA TRACUATEUA,Tracuateua Marine Extractive Reserve
0000.00.0251,2.0712166172106823,0,1011,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,Arraial do Cabo Marine Extractive Reserve
0000.00.0252,1.0207207207207207,0,1110,RESERVA EXTRATIVISTA CORUMBAU,Corumbau Marine Extractive Reserve
0000.00.0253,0.5064420218037661,1,1010,RESERVA EXTRATIVISTA DE CANAVIEIRAS,Canavieiras Extractive Reserve
0000.00.0254,0.6191352345906164,0,1087,RESERVA EXTRATIVISTA MARINHA DE SOURE,Soure Marine Extractive Reserve
0000.00.0255,1.3048561151079137,0,1112,RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ,Pirajubaé Marine Extractive Reserve
0000.00.0256,0.4696394686907021,1,1055,RESERVA EXTRATIVISTA RIO OURO PRETO,Rio Ouro Preto Extractive Reserve
0000.00.0259,1.063303659742829,0,1011,RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS,Tapajós-Arapiuns Extractive Reserve
0000.00.0260,0.6330027051397655,1,1110,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,Verde para Sempre Extractive Reserve
0000.00.0261,0.6582397003745318,0,1068,ESTAÇÃO ECOLÓGICA DE MATA PRETA,Mata Preta Ecological Station
0000.00.0262,1.815988973121985,0,1451,PARQUE NACIONAL DAS ARAUCÁRIAS,Araucárias National Park
0000.00.0263,0.8431174089068826,1,989,ESTAÇÃO ECOLÓGICA DA GUANABARA,Guanabara Ecological Station
0000.00.0264,1.5446428571428572,0,1120,PARQUE NACIONAL DO RIO NOVO,Rio Novo National Park
0000.00.0265,0.6108156028368794,0,1128,FLORESTA NACIONAL DO TRAIRÃO,Trairão National Forest
0000.00.0266,1.1612903225806452,1,1117,FLORESTA NACIONAL DO JAMANXIM,Jamanxim National Forest
0000.00.0267,1.7198581560283688,0,1128,PARQUE NACIONAL DO JAMANXIM,Jamanxim National Park
0000.00.0268,0.6976744186046512,0,860,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,Tapajós Environmental Protection Area
0000.00.0270,0.7549591598599766,0,857,FLORESTA NACIONAL DO CREPORI,Crepori National Forest
0000.00.0271,0.767921146953405,1,1117,FLORESTA NACIONAL DO AMANÁ,Amaná National Forest
0000.00.0272,5.403170227429359,0,1451,PARQUE NACIONAL DA CHAPADA DAS MESAS,Chapada das Mesas National Park
0000.00.0274,0.9140401146131805,0,1047,RESERVA EXTRATIVISTA ALTO TARAUACÁ,Alto Tarauacá Extractive Reserve
0000.00.0275,0.6547208821502413,0,1451,RESERVA BIOLÓGICA DAS PEROBAS,Perobas Biological Reserve
0000.00.0276,0.44991364421416236,0,1158,RESERVA BIOLÓGICA DAS ARAUCÁRIAS,Araucárias Biological Reserve
0000.00.0277,3.085458304617505,0,1451,PARQUE NACIONAL DOS CAMPOS GERAIS,Campos Gerais National Park
0000.00.0281,3.7456926257753276,0,1451,PARQUE NACIONAL DO JURUENA,Juruena National Park
0000.00.0282,0.46366145354185834,0,1087,RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA,Terra Grande-Pracuúba Extractive Reserve
0000.00.0283,0.7472745292368682,1,1010,RESERVA EXTRATIVISTA DO RIO UNINI,Rio Unini Extractive Reserve
0000.00.0284,2.629829290206649,0,1113,PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,Campos Amazônicos National Park
0000.00.0285,0.5759368836291914,1,1015,RESERVA EXTRATIVISTA ARAPIXI,Arapixi Extractive Reserve
0000.00.1078,0.35990338164251207,1,829,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIO DAS FURNAS,Rio das Furnas Private Natural Heritage Reserve
0000.00.1102,0.31089459698848537,0,1129,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DAS LONTRAS,Rio das Lontras Private Natural Heritage Reserve
0000.00.1137,0.5700354609929078,1,1129,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA,Mata da Estrela Private Natural Heritage Reserve
0000.00.1197,0.37604166666666666,0,960,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTIDIANO VALGUEIRO DE CARVALHO BARROS,Cantidiano Valqueiro Barros Private Natural Heritage Reserve
0000.00.1203,0.45255474452554745,1,960,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA MAURÍCIO DANTAS,Maurício Dantas Private Natural Heritage Ecological Reserve
0000.00.1206,0.484070796460177,0,1130,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ,Engenho Gargaú Private Natural Heritage Reserve
0000.00.1211,0.2898550724637681,1,829,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PACATUBA,Fazenda Pacatuba Private Natural Heritage Reserve
0000.00.1254,0.9806678383128296,0,1138,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FELICIANO MIGUEL ABDALA,Feliciano Miguel Abdala Private Natural Heritage Reserve
0000.00.1267,0.6352657004830918,0,828,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTAÇÃO BIOLÓGICA DA MATA DO SOSSEGO,Sossego Forest Biological Station
0000.00.1376,1.1178033658104518,0,1129,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DAS ALMAS,Serra das Almas Private Natural Heritage Reserve
0000.00.1517,0.8261665141811528,1,1094,RESERVA EXTRATIVISTA ALTO JURUÁ,Alto Juruá Extractive Reserve
0000.00.1518,0.9686520376175548,0,957,RESERVA EXTRATIVISTA RIO CAJARI,Rio Cajari Extractive Reserve
0000.00.1521,0.9143145161290323,0,992,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL,Mananciais do Rio Paraíba do Sul Environmental Protection Area
0000.00.1563,0.9216216216216216,0,1110,RESERVA EXTRATIVISTA ACAú-GOIANA,Acaú-Goiana Extractive Reserve
0000.00.1564,0.2490234375,0,1024,RESERVA EXTRATIVISTA CHAPADA LIMPA,Chapada Limpa Extractive Reserve
0000.00.1606,0.6078431372549019,1,1021,RESERVA EXTRATIVISTA DO MéDIO PURúS,Médio Purus Extractive Reserve
0000.00.1612,0.6974865350089766,0,1114,FLORESTA NACIONAL DO IQUIRI,Iquiri National Forest
0000.00.1626,1.447935368043088,0,1114,PARQUE NACIONAL NASCENTES DO LAGO JARI,Nascentes do Lago Jari National Park
0000.00.1628,0.8282926829268292,0,1025,RESERVA EXTRATIVISTA ITUXí,Ituxi Extractive Reserve
0000.00.1633,2.5417789757412397,0,1113,PARQUE NACIONAL MAPINGUARI,Mapinguari National Park
0000.00.1808,1.1189387008234217,0,1093,RESERVA EXTRATIVISTA DE CASSURUBá,Cassurubá Extractive Reserve
0000.00.1809,0.863905325443787,0,1014,RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE,Prainha do Canto Verde Extractive Reserve
0000.00.1812,1.6927175843694493,0,1126,MONUMENTO NATURAL DO RIO SãO FRANCISCO,Rio São Francisco Natural Monument
0000.00.1813,0.5969072164948453,1,971,REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES,Rio dos Frades Wildlife Refuge
0000.00.1880,0.7257731958762886,1,971,REFúGIO DE VIDA SILVESTRE DE UNA,Una Wildlife Refuge
0000.00.1907,0.45257731958762887,1,971,REFÚGIO DE VIDA SILVESTRE DE BOA NOVA,Boa Nova Wildlife Refuge
0000.00.1908,1.5515370705244123,0,1106,PARQUE NACIONAL DE BOA NOVA,Boa Nova National Park
0000.00.1909,1.3179765130984644,0,1107,PARQUE NACIONAL DA SERRA DAS LONTRAS,Serra das Lontras National Park
0000.00.1910,2.12579185520362,1,1106,PARQUE NACIONAL DO ALTO CARIRI,Alto Cariri National Park
0000.00.1911,0.47167868177136973,0,971,REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,Santa Cruz Wildlife Refuge
0000.00.1912,0.5973084886128365,0,966,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS,Costa das Algas Environmental Protection Area
0000.00.2075,0.8715919085312225,1,1138,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS,Buraco das Araras Private Natural Heritage Reserve
0000.00.2093,0.5620689655172414,1,1451,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA UNISC,Santa Cruz do Sul University Private Natural Heritage Reserve
0000.00.2311,0.8012684989429175,1,947,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA SEBUÍ,Sebuí Private Natural Heritage Reserve
0000.00.2633,1.992419021364576,0,1451,PARQUE NACIONAL DA FURNA FEIA,Furna Feia National Park
0000.00.2634,0.6898106402164111,1,1110,RESERVA BIOLÓGICA BOM JESUS,Bom Jesus Biological Reserve
0000.00.2874,1.4287020109689215,0,1094,PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,Ilhas dos Currais Marine National Park
0000.00.3131,0.7845057880676759,2,1125,ESTAçãO ECOLóGICA ALTO MAUéS,Alto Maués Ecological Station
0000.00.3132,0.5360315893385982,1,1014,RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA,Mocapajuba Marine Extractive Reserve
0000.00.3133,0.49752720079129575,2,1013,RESERVA EXTRATIVISTA MARINHA MESTRE LUCINDO,Mestre Lucindo Marine Extractive Reserve
0000.00.3134,0.42136498516320475,2,1013,RESERVA EXTRATIVISTA MARINHA CUINARANA,Cuinarana Marine Extractive Reserve
0000.00.3135,0.5118181818181818,0,1100,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL NASCENTES GERAIZEIRAS,Nascentes Geraizeiras Sustainable Development Reserve
0000.00.3136,3.591485507246377,0,1104,PARQUE NACIONAL DA SERRA DO GANDARELA,Serra do Gandarela National Park
0000.00.3137,1.9090909090909092,0,1100,PARQUE NACIONAL GUARICANA,Guaricana National Park
0000.00.3407,0.6515426497277677,1,1103,ÁREA DE PROTEÇÃO AMBIENTAL DOS CAMPOS DE MANICORÉ,Campos de Manicoré Environmental Protection Area
0000.00.3408,0.8194444444444444,0,1080,FLORESTA NACIONAL DE URUPADI,Urupadi National Forest
0000.00.3409,0.6939146230699365,0,1101,FLORESTA NACIONAL DO ARIPUANÃ,Aripuanã National Forest
0000.00.3410,3.0344202898550723,0,1104,PARQUE NACIONAL DO ACARI,Acari National Park
0000.00.3411,0.59763851044505,1,1102,RESERVA BIOLÓGICA DO MANICORÉ,Manicoré Biological Reserve
0000.11.0751,0.3385365853658537,0,1025,RESERVA EXTRATIVISTA MASSARANDUBA,Massaranduba Extractive Reserve
0000.11.0754,0.7761485826001955,1,1024,RESERVA EXTRATIVISTA AQUARIQUARA,Aquariquara Extractive Reserve
0000.11.0756,0.4192966636609558,0,1109,RESERVA EXTRATIVISTA SERINGUEIRA,Seringueira Extractive Reserve
0000.11.0758,1.1108930323846908,0,1019,"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B""",Rio Madeira Sustainable Yield Forest
0000.11.0760,0.32142857142857145,1,981,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO,Tucano State Forest
0000.11.0764,0.741166077738516,0,1132,ESTAÇÃO ECOLÓGICA SAMUEL,Samuel Ecological Station
0000.11.0765,0.795260663507109,0,1055,PARQUE ESTADUAL DE GUAJARÁ-MIRIM,Guajará-Mirim State Park
0000.11.0767,0.5028462998102466,1,1055,RESERVA BIOLÓGICA RIO OURO PRETO,Rio Ouro Preto Biological Reserve
0000.11.0768,0.9341050756901158,0,1123,ESTAÇÃO ECOLÓGICA SERRA DOS TRÊS IRMÃOS,Serra dos Três Irmãos Ecological Station
0000.11.0770,0.4027027027027027,1,1111,RESERVA BIOLÓGICA TRAÇADAL,Traçadal Biological Reserve
0000.11.0774,0.5791984732824428,0,1048,PARQUE ESTADUAL SERRA DOS REIS,Serra dos Reis State Park
0000.11.0775,0.4103072348860258,0,1009,RESERVA EXTRATIVISTA RIO CAUTÁRIO,Rio Cautário State Extractive Reserve
0000.11.0776,0.6203319502074689,0,964,RESERVA EXTRATIVISTA JACI-PARANÁ,Jaci Paraná Extractive Reserve
0000.11.1495,0.4620976116303219,0,963,PARQUE ESTADUAL DE CORUMBIARA,Corumbiara State Park
0000.12.0939,0.9781420765027322,0,1098,PARQUE ESTADUAL CHANDLESS,Chandless State Park
0000.12.2041,0.5964912280701754,2,1085,FLORESTA ESTADUDAL DO RIO LIBERDADE,Rio Liberdade State Forest
0000.12.2044,0.43951985226223456,2,1085,FLORESTA ESTADUAL DO RIO GREGóRIO,Rio Gregório State Forest
0000.12.2046,0.5078341013824885,0,1085,FLORESTA ESTADUAL DO MOGNO,Mogno State Forest
0000.12.2048,0.7961254612546126,0,1084,FLORESTA ESTADUAL DO ANTIMARY,Antimary State Forest
0000.13.0981,2.4325744308231174,0,1142,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ,Amanã Sustainable Development Reserve
0000.13.0982,0.37966417910447764,2,1074,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ARIPUANÃ,Aripuanã Sustainable Development Reserve
0000.13.0983,0.5402650356778798,0,981,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL BARARATI,Bararati Sustainable Development Reserve
0000.13.0985,0.5788479697828139,2,1061,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM,Cujubim Sustainable Development Reserve
0000.13.0986,7.484493452791178,0,1451,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ,Mamirauá Sustainable Development Reserve
0000.13.0987,0.7640232108317214,1,1035,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS,Piagaçu-Purus Sustainable Development Reserve
0000.13.0988,0.43052837573385516,0,1022,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL RIO AMAPÁ,Rio Amapá Sustainable Development Reserve
0000.13.0989,0.5825147347740668,0,1018,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL UACARÍ,Uacari Sustainable Development Reserve
0000.13.0990,0.6481132075471698,1,1061,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ,Uatumã Sustainable Development Reserve
0000.13.0991,0.7629268292682927,0,1025,RESERVA EXTRATIVISTA CATUÁ-IPIXUNA,Catuá-Ipixuna Extractive Reserve
0000.13.0992,0.667608286252354,0,1062,RESERVA EXTRATIVISTA DO GUARIBA,Guariba Extractive Reserve
0000.13.0993,0.728952772073922,0,974,ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,Caverna do Maroaga Environmental Protection Area
0000.13.0994,0.8256880733944955,0,1090,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,Rio Negro Right Bank Environmental Protection Area
0000.13.0995,0.9190432382704692,1,1088,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA,Rio Negro Left Bank Environmental Protection Area
0000.13.0996,0.9190432382704692,1,1088,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,Rio Negro Left Bank Environmental Protection Area
0000.13.0998,0.3989795918367347,1,981,FLORESTA ESTADUAL APUÍ,Apuí State Forest
0000.13.0999,0.4039179104477612,1,1073,FLORESTA ESTADUAL ARIPUANÃ,Aripuanã State Forest
0000.13.1000,0.8556797020484171,0,1074,FLORESTA ESTADUAL MANICORÉ,Manicoré State Forest
0000.13.1001,0.5925581395348837,0,1075,FLORESTA ESTADUAL SUCUNDURI,Sucunduri State Forest
0000.13.1002,0.6078028747433265,0,974,FLORESTA ESTADUAL RIO URUBU,Rio Urubu State Forest
0000.13.1003,0.5233644859813084,2,965,FLORESTA ESTADUAL MAÚES,Maués State Forest
0000.13.1004,0.5941619585687382,1,1063,PARQUE ESTADUAL GUARIBA,Guariba State Park
0000.13.1006,0.9560439560439561,0,1092,PARQUE ESTADUAL RIO NEGRO SETOR SUL,Rio Negro State Park South Section
0000.13.1007,0.766269477543538,0,1091,PARQUE ESTADUAL RIO NEGRO SETOR NORTE,Rio Negro State Park North Section
0000.13.1008,1.272644098810613,0,1093,PARQUE ESTADUAL SERRA DO ARACÁ,Serra do Aracá State Park
0000.13.1009,0.7741635687732342,0,1076,PARQUE ESTADUAL SUCUNDURI,Sucunduri State Park
0000.13.1010,1.9550045913682277,0,1089,PARQUE ESTADUAL SUMAÚMA,Sumaúma State Park
0000.13.1011,2.7107438016528924,0,847,RESERVA BIOLÓGICA MORRO DOS SEIS LAGOS,Morro dos Seis Lagos Biological Reserve
0000.13.1506,0.6056475170399221,0,1027,RESERVA EXTRATIVISTA DO RIO GREGÓRIO,Rio Gregório Extractive Reserve
0000.13.1573,2.077202543142598,0,1101,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA,Juma Sustainable Development Reserve
0000.13.1730,0.6317722681359045,0,1089,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO NEGRO,Rio Negro Sustainable Development Reserve
0000.13.1731,0.38454011741682975,0,1022,FLORESTA ESTADUAL DE TAPAUÁ,Tapauá State Forest
0000.13.1732,0.4344422700587084,0,1022,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU,Igapó-Açu Sustainable Development Reserve
0000.13.1733,0.5342465753424658,0,1022,RESERVA EXTRATIVISTA CANUTAMA,Canutama Extractive Reserve
0000.13.1735,0.3659491193737769,1,1023,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO MATUPIRI,Matupiri Sustainable Development Reserve
0000.13.1736,0.9129158512720157,1,1023,PARQUE ESTADUAL DO MATUPIRI,Matupiri State Park
0000.13.1737,0.3829578844270323,1,1022,FLORESTA ESTADUAL CANUTAMA,Canutama State Forest
0000.13.1977,0.895405669599218,0,1023,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA,Rio Madeira Sustainable Development Reserve
0000.13.3182,0.44659300184162065,1,1087,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA,Puranga Conquista Sustainable Development Reserve
0000.15.1021,0.6251366120218579,0,915,PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS,Serra dos Martírios/Andorinhas State Park
0000.15.1022,1.7834051724137931,0,928,PARQUE ESTADUAL DO UTINGA,Utinga State Park
0000.15.1023,1.1637534498620055,1,1088,ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ,Marajó Archipelago Environmental Protection Area
0000.15.1024,0.8534883720930233,0,860,ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA,Algodoal-Maiandeua Environmental Protection Area
0000.15.1026,0.7703016241299304,0,862,ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA,São Geraldo do Araguaia Environmental Protection Area
0000.15.1032,0.8847826086956522,0,920,PARQUE ESTADUAL DE MONTE ALEGRE,Monte Alegre State Park
0000.15.1033,1.1994704324801413,0,1133,RESERVA BIOLÓGICA DE MAICURU,Maicuru Biological Reserve
0000.15.1034,1.3788546255506609,0,1135,ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ,Grão-Pará Ecological Station
0000.15.1037,0.5968534906588004,0,1017,FLORESTA ESTADUAL DO TROMBETAS,Trombetas State Forest
0000.15.2042,0.8020257826887661,0,1086,PARQUE ESTADUAL CHARAPUCU,Charapucu State Park
0000.16.0291,0.6617954070981211,0,958,RESERVA BIOLÓGICA DO PARAZINHO,Parazinho Biological Reserve
0000.16.0292,0.6112852664576802,1,958,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU,Rio Iratapuru Sustainable Development Reserve
0000.16.0293,0.49216300940438873,0,957,ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ,Rio Curiaú Environmental Protection Area
0000.16.0885,0.7111111111111111,0,1080,FLORESTA ESTADUAL DO AMAPÁ,Amapá State Forest
0000.16.0886,1.3392484342379958,0,958,ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA,Fazendinha Environmental Protection Area
0000.17.1486,9.991040661612681,0,1451,PARQUE ESTADUAL DO JALAPãO,Jalapão State Park
0000.17.1487,3.473520249221184,0,963,PARQUE ESTADUAL DO CANTãO,Cantão State Park
0000.17.1488,0.8951382268827455,0,1049,PARQUE ESTADUAL DO LAJEADO,Lajeado State Park
0000.17.1489,0.49517966695880805,0,1141,MONUMENTO NATURAL DAS ÁRVORES FOSSILIZADAS,Tocantins Fossil Trees Natural Monument
0000.17.1493,0.5266821345707656,1,863,ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL,Lago de Santa Isabel Environmental Protection Area
0000.17.1501,0.4787123572170301,0,963,ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO,Ilha do Bananal / Cantão Environmental Protection Area
0000.21.1882,0.8365019011406845,0,1052,PARQUE ESTADUAL DO BACANGA,Bacanga State Park
0000.21.1886,1.3691722169362512,1,1052,PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS,Parcel de Manuel Luís Marine State Park
0000.21.1887,1.199456029011786,0,1103,ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE,Baixada Maranhense Environmental Protection Area
0000.21.1888,0.8642691415313225,0,862,ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS,Upaon-Açu/Miritiba/Alto Preguiças Environmental Protection Area
0000.21.1891,0.8805309734513275,0,1130,ESTAçãO ECOLóGICA DO SíTIO RANGEDOR,Sítio Rangedor State Park
0000.21.1963,0.6774500475737393,0,1051,PARQUE ESTADUAL DE MIRADOR,Mirador State Park
0000.23.0947,1.402139037433155,0,935,PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO,Pedra da Risca do Meio Marine State Park
0000.23.0960,0.8712255772646537,0,1126,MONUMENTO NATURAL MONÓLITOS DE QUIXADÁ,Quixadá Monoliths Natural Monument
0000.23.0961,0.7738825591586328,0,1141,MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE,Beberibe Cliffs Natural Monument
0000.23.0963,3.7539627842866987,0,1451,PARQUE ESTADUAL DO COCÓ,Cocó Park
0000.24.1475,2.549276361130255,0,1451,"PARQUE ESTADUAL DUNAS DE NATAL "" JORNALISTA LUIZ MARIA ALVES",Natal Dunes State Park
0000.25.0483,0.9375,1,913,PARQUE ESTADUAL DA PEDRA DA BOCA,Pedra da Boca State Park
0000.25.0484,0.7508379888268156,0,895,PARQUE ESTADUAL MARINHO DE AREIA VERMELHA,Areia Vermelha Marine State Park
0000.25.0904,3.160352422907489,0,1135,MONUMENTO NATURAL VALE DOS DINOSSAUROS,"Valley of the Dinosaurs, Paraíba"
0000.25.2309,1.2939217318900915,1,1202,ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR,IBGE Ecological Reserve
0000.25.2331,0.7137745974955277,1,1119,ESTAçãO ECOLóGICA DO PAU BRASIL,Pau-Brasil Ecological Station (Paraíba)
0000.25.2336,0.7497194163860831,0,891,PARQUE ESTADUAL PICO DO JABRE,Pico do Jabre State Park
0000.26.0966,1.332184700206754,0,1451,PARQUE ESTADUAL DE DOIS IRMÃOS,Zoo Botanical Park Dois Irmãos
